time_utc,voltage,current,power
2026-07-16 18:21:32.262000+00:00,13.62168,78.814316,1073.861084
2026-07-16 18:21:34.357000+00:00,13.62168,78.834152,1073.579102
2026-07-16 18:21:36.327000+00:00,13.62207,78.823853,1073.861084
2026-07-16 18:21:38.327000+00:00,13.622461,78.81012,1073.747559
2026-07-16 18:21:40.342000+00:00,13.622657,78.802872,1073.583984
2026-07-16 18:21:42.266000+00:00,13.622851,78.820038,1073.496094
2026-07-16 18:21:44.330000+00:00,13.623047,78.833771,1073.747559
2026-07-16 18:21:46.330000+00:00,13.623242,78.824234,1073.963623
2026-07-16 18:21:48.334000+00:00,13.623438,78.824615,1073.843994
2026-07-16 18:21:50.275000+00:00,13.623633,78.81546,1073.861084
2026-07-16 18:21:52.270000+00:00,13.624219,78.830719,1073.752441
2026-07-16 18:21:54.328000+00:00,13.624219,78.807449,1073.999023
2026-07-16 18:21:56.334000+00:00,13.62461,78.82576,1073.687744
2026-07-16 18:21:58.337000+00:00,13.624804,78.823853,1073.961182
2026-07-16 18:22:00.335000+00:00,13.625,78.820419,1073.951416
2026-07-16 18:22:02.278000+00:00,13.625196,78.813171,1073.929443
2026-07-16 18:22:04.340000+00:00,13.625391,78.815842,1073.83667
2026-07-16 18:22:06.346000+00:00,13.625587,78.824997,1073.892822
2026-07-16 18:22:08.348000+00:00,13.625781,78.835678,1074.034424
2026-07-16 18:22:12.295000+00:00,13.626172,78.822327,1074.217529
2026-07-16 18:22:16.302000+00:00,13.626758,78.826904,1074.071045
2026-07-16 18:22:18.303000+00:00,13.626758,78.827286,1074.152832
2026-07-16 18:22:20.308000+00:00,13.626953,78.832245,1074.160156
2026-07-16 18:22:22.311000+00:00,13.627344,78.8311,1074.244385
2026-07-16 18:22:24.380000+00:00,13.627344,78.817749,1074.248047
2026-07-16 18:22:26.382000+00:00,13.62754,78.818893,1074.078369
2026-07-16 18:22:28.380000+00:00,13.62793,78.856277,1074.107666
2026-07-16 18:22:30.381000+00:00,13.62793,78.81279,1074.649658
2026-07-16 18:22:32.326000+00:00,13.628125,78.820038,1074.057617
2026-07-16 18:22:34.383000+00:00,13.628125,78.82576,1074.169922
2026-07-16 18:22:36.387000+00:00,13.628516,78.810501,1074.246826
2026-07-16 18:22:38.391000+00:00,13.628711,78.821945,1074.066162
2026-07-16 18:22:40.393000+00:00,13.628906,78.835678,1074.237061
2026-07-16 18:22:42.323000+00:00,13.628906,78.812408,1074.445801
2026-07-16 18:22:44.395000+00:00,13.629102,78.833389,1074.125977
2026-07-16 18:22:46.396000+00:00,13.629297,78.81813,1074.431152
2026-07-16 18:22:48.399000+00:00,13.629493,78.833008,1074.239502
2026-07-16 18:22:50.331000+00:00,13.629493,78.855133,1074.453125
2026-07-16 18:22:52.335000+00:00,13.629883,78.829956,1074.760742
2026-07-16 18:22:54.403000+00:00,13.629883,78.824615,1074.440918
2026-07-16 18:22:56.398000+00:00,13.630078,78.826904,1074.370117
2026-07-16 18:22:58.403000+00:00,13.630274,78.82309,1074.412842
2026-07-16 18:23:00.407000+00:00,13.630469,78.829575,1074.377441
2026-07-16 18:23:02.337000+00:00,13.630469,78.819275,1074.482422
2026-07-16 18:23:04.409000+00:00,13.630664,78.820801,1074.349365
2026-07-16 18:23:06.410000+00:00,13.630859,78.807449,1074.372559
2026-07-16 18:23:08.412000+00:00,13.631055,78.844833,1074.205322
2026-07-16 18:23:10.404000+00:00,13.631055,78.810501,1074.731445
2026-07-16 18:23:12.362000+00:00,13.631055,78.834534,1074.268799
2026-07-16 18:23:14.403000+00:00,13.631446,78.828049,1074.60083
2026-07-16 18:23:16.364000+00:00,13.631446,78.825378,1074.533691
2026-07-16 18:23:18.365000+00:00,13.631446,78.807831,1074.511719
2026-07-16 18:23:20.367000+00:00,13.63164,78.820801,1074.261475
2026-07-16 18:23:22.359000+00:00,13.631836,78.82576,1074.459229
